"رقم الموظف ",الجنس,الجنسية,"الفئة العمرية ",الجهة,الكادر الوظيفي,المرتبة الوظيفية,المسمى الوظيفي,المقر,المنطقة الإدارية,تصنيف العملية,السنة,الشهر,"اليوم "
5115,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5116,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5117,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5118,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5119,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5120,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5121,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5122,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5123,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5124,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5125,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5126,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5127,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5128,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5129,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5130,ذكر,سعودي,20-24,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5131,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5132,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5133,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5134,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5135,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5136,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5137,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5138,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5139,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5140,ذكر,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5141,ذكر,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5142,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5143,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5144,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5145,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5146,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5147,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5148,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5149,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5150,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5151,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5152,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5153,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5154,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5155,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5156,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5157,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5158,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5159,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5160,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5161,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5162,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5163,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5164,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5165,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5166,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5167,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5168,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5169,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5170,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5171,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5172,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5173,ذكر,سعودي,20-24,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5174,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5175,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5176,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5177,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5178,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5179,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5180,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5181,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5182,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5183,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5184,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5185,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5186,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5187,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5188,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5189,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5190,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5191,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5192,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5193,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5194,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5195,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5196,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5197,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5198,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5199,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5200,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5201,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5202,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5203,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5204,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5205,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5206,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5207,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5208,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5209,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5210,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5211,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5212,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5213,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5214,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5215,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5216,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5217,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5218,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5219,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5220,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5221,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5222,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5223,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5224,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5225,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5226,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5227,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5228,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5229,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5230,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5231,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5232,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5233,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5234,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5235,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5236,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5237,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5238,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5239,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5240,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5241,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5242,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5243,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5244,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5245,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5246,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5247,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5248,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5249,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5250,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5251,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5252,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5253,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5254,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5255,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5256,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5257,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5258,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5259,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5260,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5261,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5262,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5263,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5264,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5265,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5266,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5267,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5268,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5269,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5270,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5271,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5272,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5273,ذكر,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5274,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5275,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5276,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5277,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5278,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5279,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5280,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5281,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5282,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5283,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5284,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5285,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5286,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5287,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5288,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5289,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5290,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5291,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5292,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5293,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5294,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5295,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5296,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5297,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5298,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5299,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5300,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5301,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5302,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5303,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5304,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5305,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
5306,ذكر,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الرياض,الرياض,التعاقد,1446,2,7
