"رقم الموظف ",الجنس,الجنسية,"الفئة العمرية ",الجهة,الكادر الوظيفي,المرتبة الوظيفية,المسمى الوظيفي,المقر,المنطقة الإدارية,تصنيف العملية,السنة,الشهر,"اليوم "
604,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,الاحساء,الدمام,التعاقد,1445,11,4
605,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,حقل,تبوك,التعاقد,1445,11,4
606,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس مدني,الرياض,الرياض,التعاقد,1445,11,5
607,أنثى,سعودي,20-25,أمانة منطقة جازان,لم يحدد,لم يحدد,كاتب,جازان,جازان,التعاقد,1445,11,5
608,أنثى,سعودي,36-40,جامعة الأميرة  نورة بنت عبدالرحمن,لم يحدد,لم يحدد,محاضر,الرياض,الرياض,التعاقد,1445,11,5
609,أنثى,سعودي,31-35,جامعة الأميرة  نورة بنت عبدالرحمن,لم يحدد,لم يحدد,محاضر,الرياض,الرياض,التعاقد,1445,11,5
610,ذكر,سعودي,41-45,جامعة الملك فيصل,لم يحدد,لم يحدد,أستاذ مساعد,الاحساء,الدمام,التعاقد,1445,11,5
611,ذكر,سعودي,31-35,وزارة البلديات والإسكان,المتعاقدين,متعاقد,أخصائي,الرياض,الرياض,التعاقد,1445,11,5
612,ذكر,سعودي,36-40,وزارة البلديات والإسكان,المتعاقدين,متعاقد,مدير إدارة,الرياض,الرياض,التعاقد,1445,11,5
613,أنثى,سعودي,36-40,وزارة التعليم,الموظفين,الرابعة,كاتب,عنيزه,بريده,التعيين,1445,11,5
614,أنثى,سعودي,31-35,وزارة التعليم,الموظفين,الرابعة,مساعد إداري,الرياض,الرياض,التعيين,1445,11,5
615,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,كاتب,الرياض,الرياض,التعاقد,1445,11,5
616,ذكر,سعودي,41-45,وزارة الداخلية,المتعاقدين,متعاقد,أخصائي استشارات أمن سيبراني,الرياض,الرياض,التعاقد,1445,11,5
617,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,الاحساء,الدمام,التعاقد,1445,11,5
618,ذكر,سعودي,26-30,وزارة المالية,المتعاقدين,متعاقد,مدير,الرياض,الرياض,التعاقد,1445,11,5
619,ذكر,سعودي,31-35,أمانة حفر الباطن,المتعاقدين,متعاقد,مشرف خدمات عامة,حفر الباطن,الدمام,التعاقد,1445,11,6
620,أنثى,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس معماري,الرياض,الرياض,التعاقد,1445,11,6
621,أنثى,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس معماري,الرياض,الرياض,التعاقد,1445,11,6
622,ذكر,سعودي,36-40,الأمن العام,الموظفين,السادسة,مأمور تحري,الجوف,الجوف,التعيين,1445,11,6
623,ذكر,سعودي,31-35,الأمن العام,الموظفين,السادسة,مأمور تحري,الرياض,الرياض,التعيين,1445,11,6
624,ذكر,سعودي,36-40,الأمن العام,الموظفين,السادسة,مأمور تحري,حائل,حائل,التعيين,1445,11,6
625,ذكر,سعودي,26-30,الديوان الملكي,الموظفين,السادسة,مرمم وثائق ممارس ثاني,الرياض,الرياض,التعيين,1445,11,6
626,ذكر,سعودي,31-35,الديوان الملكي,الموظفين,السادسة,مرمم وثائق ممارس ثاني,الرياض,الرياض,التعيين,1445,11,6
627,ذكر,"مقيم ",36-40,جامعة الإمام محمد بن سعود,لم يحدد,لم يحدد,أستاذ مساعد,الرياض,الرياض,التعاقد,1445,11,6
628,ذكر,"مقيم ",51-56,جامعة الباحة,لم يحدد,لم يحدد,أستاذ مساعد,الباحه,الباحه,التعاقد,1445,11,6
629,أنثى,سعودي,36-40,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,مساعد إداري,احدالمسارحه,جازان,التعاقد,1445,11,6
630,أنثى,سعودي,26-30,وزارة الشؤون الإسلامية والدعوة والإرشاد,لم يحدد,لم يحدد,كاتب,مكة المكرمة,مكة المكرمة,التعاقد,1445,11,6
631,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,الاحساء,الدمام,التعاقد,1445,11,6
632,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,الاحساء,الدمام,التعاقد,1445,11,6
633,ذكر,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,الطائف,مكة المكرمة,التعاقد,1445,11,6
634,ذكر,سعودي,20-25,أمانة منطقة جازان,لم يحدد,لم يحدد,كهربائي تمديدات,جازان,جازان,التعاقد,1445,11,7
635,ذكر,سعودي,41-45,إمارة منطقة الباحة,الموظفين,الرابعة,كاتب شفرة,الباحه,الباحه,التعيين,1445,11,7
636,ذكر,سعودي,31-35,إمارة منطقة الباحة,الموظفين,الرابعة,كاتب شفرة,الباحه,الباحه,التعيين,1445,11,7
637,ذكر,سعودي,26-30,إمارة منطقة الباحة,الموظفين,الرابعة,كاتب شفرة,الشعراء,الباحه,التعيين,1445,11,7
638,ذكر,سعودي,41-45,الأمانة العامة لمجلس الوزراء,الوزراء ونوابهم والمرتبة الممتازة,ممتازة,مستشار,الرياض,الرياض,التعيين,1445,11,7
639,ذكر,سعودي,57-61,الأمانة العامة لمجلس الوزراء,الوزراء ونوابهم والمرتبة الممتازة,وزير,أمين عام مجلس الوزراء,الرياض,الرياض,التعيين,1445,11,7
640,أنثى,سعودي,36-40,الديوان الملكي,الوزراء ونوابهم والمرتبة الممتازة,ممتازة,مستشار,الرياض,الرياض,التعيين,1445,11,7
641,ذكر,سعودي,65 فاكثر,الديوان الملكي,الوزراء ونوابهم والمرتبة الممتازة,وزير,مستشار,الرياض,الرياض,التعيين,1445,11,7
642,ذكر,سعودي,65 فاكثر,الديوان الملكي,الوزراء ونوابهم والمرتبة الممتازة,وزير,مستشار لخادم الحرمين الشريفين,الرياض,الرياض,التعيين,1445,11,7
643,ذكر,سعودي,57-61,الهيئة السعودية للبيانات والذكاء الاصطناعي,الوزراء ونوابهم والمرتبة الممتازة,ممتازة,رئيس مكتب إدارة البيانات الوطنية,الرياض,الرياض,التعيين,1445,11,7
644,ذكر,سعودي,57-61,الهيئة السعودية للبيانات والذكاء الاصطناعي,الوزراء ونوابهم والمرتبة الممتازة,ممتازة,نائب الرئيس,الرياض,الرياض,التعيين,1445,11,7
645,أنثى,سعودي,31-35,جامعة أم القرى,لم يحدد,لم يحدد,محاضر,مكة المكرمة,مكة المكرمة,التعاقد,1445,11,7
646,ذكر,"مقيم ",36-40,جامعة الملك خالد,لم يحدد,لم يحدد,أستاذ مساعد,ابها,ابها,التعاقد,1445,11,7
647,ذكر,سعودي,36-40,جامعة الملك عبدالعزيز,أعضاء هيئة التدريس,أستاذ مساعد,أستاذ مساعد,جدة,مكة المكرمة,التعيين,1445,11,7
648,ذكر,سعودي,36-40,جامعة الملك عبدالعزيز,أعضاء هيئة التدريس,أستاذ مساعد,أستاذ مساعد,جدة,مكة المكرمة,التعيين,1445,11,7
649,ذكر,سعودي,36-40,وزارة التجارة,الوزراء ونوابهم والمرتبة الممتازة,ممتازة,مساعد وزير,الرياض,الرياض,التعيين,1445,11,7
650,ذكر,سعودي,46-50,وزارة التعليم,المتعاقدين,متعاقد,وكيل الوزارة,الرياض,الرياض,التعاقد,1445,11,7
651,ذكر,سعودي,26-30,وزارة الحرس الوطني,الموظفين,السادسة,أمين مستودع,الرياض,الرياض,التعيين,1445,11,7
652,ذكر,سعودي,36-40,وزارة السياحة,الوزراء ونوابهم والمرتبة الممتازة,ممتازة,مساعد وزير السياحة,الرياض,الرياض,التعيين,1445,11,7
653,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,أخصائية تمريض,صامطه,جازان,التعاقد,1445,11,7
654,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,الدمام,الدمام,التعاقد,1445,11,7
655,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,بريده,بريده,التعاقد,1445,11,7
656,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فني سجلات طبية,حائل,حائل,التعاقد,1445,11,7
657,ذكر,سعودي,20-25,وزارة الصحة,لم يحدد,لم يحدد,كاتب,بيشه,ابها,التعاقد,1445,11,7
658,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,كاتب,جازان,جازان,التعاقد,1445,11,7
659,ذكر,سعودي,57-61,وزارة الصناعة والثروة المعدنية,الوزراء ونوابهم والمرتبة الممتازة,ممتازة,مساعد وزير,الرياض,الرياض,التعيين,1445,11,7
660,ذكر,سعودي,36-40,وزارة المالية,الوزراء ونوابهم والمرتبة الممتازة,ممتازة,نائب,الرياض,الرياض,التعيين,1445,11,7
661,ذكر,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس الصحة والسلامة والبيئة,الرياض,الرياض,التعاقد,1445,11,8
662,ذكر,"مقيم ",46-50,الجامعة الإسلامية بالمدينة المنورة,لم يحدد,لم يحدد,أستاذ,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,11,8
663,ذكر,سعودي,31-35,القوات البحرية,الموظفين,السادسة,مساعد مراجع,الرياض,الرياض,التعيين,1445,11,8
664,ذكر,سعودي,31-35,القوات البرية,الموظفين,التاسعة,مرشد ديني,الرياض,الرياض,التعيين,1445,11,8
665,ذكر,سعودي,26-30,جامعة طيبة,لم يحدد,لم يحدد,معيد,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,11,8
666,ذكر,سعودي,26-30,وزارة البلديات والإسكان,لم يحدد,لم يحدد,باحث قانوني مساعد,الرياض,الرياض,التعاقد,1445,11,8
667,ذكر,سعودي,31-35,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,أخصائي حماية بيئة مساعد,جدة,مكة المكرمة,التعاقد,1445,11,8
668,ذكر,سعودي,41-45,وزارة الحج والعمرة,المتعاقدين,متعاقد,أخصائي إستشارات أعمال,مكة المكرمة,مكة المكرمة,التعاقد,1445,11,8
669,ذكر,سعودي,26-30,وزارة الشؤون الإسلامية والدعوة والإرشاد,لم يحدد,لم يحدد,كاتب,القنفذة,مكة المكرمة,التعاقد,1445,11,8
670,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,بريده,بريده,التعاقد,1445,11,8
671,ذكر,سعودي,31-35,وزارة الحج والعمرة,المتعاقدين,متعاقد,أخصائي إدارة مشاريع,جدة,مكة المكرمة,التعاقد,1445,11,9
672,ذكر,سعودي,46-50,هيئة الخبراء,المتعاقدين,متعاقد,مهندس إدارة  مشاريع,الرياض,الرياض,التعاقد,1445,11,10
673,أنثى,سعودي,26-30,أمانة محافظة الطائف,لم يحدد,لم يحدد,فني دعم,الطائف,مكة المكرمة,التعاقد,1445,11,11
674,ذكر,سعودي,20-25,أمانة محافظة الطائف,لم يحدد,لم يحدد,مساعد إداري,الطائف,مكة المكرمة,التعاقد,1445,11,11
675,ذكر,سعودي,20-25,أمانة منطقة جازان,لم يحدد,لم يحدد,كاتب,جازان,جازان,التعاقد,1445,11,11
676,أنثى,سعودي,26-30,الأمانة العامة لمجلس الوزراء,الموظفين,السادسة,مساعد إداري ممارس ثاني,الرياض,الرياض,التعيين,1445,11,11
677,ذكر,سعودي,26-30,الإدارة العامة للخدمات الطبية للقوات المسلحة,لم يحدد,لم يحدد,صيدلي,جدة,مكة المكرمة,التعاقد,1445,11,11
678,ذكر,سعودي,20-25,بلدية القنفذة,لم يحدد,لم يحدد,كاتب,القنفذة,مكة المكرمة,التعاقد,1445,11,11
679,ذكر,سعودي,20-25,بلدية بيشة,لم يحدد,لم يحدد,كاتب,بيشه,ابها,التعاقد,1445,11,11
680,ذكر,سعودي,20-25,بلدية بيشة,لم يحدد,لم يحدد,كاتب,بيشه,ابها,التعاقد,1445,11,11
681,ذكر,سعودي,31-35,بلدية بيشة,لم يحدد,لم يحدد,مراقب أمن وسلامة,بيشه,ابها,التعاقد,1445,11,11
682,ذكر,سعودي,41-45,جامعة الملك فيصل,لم يحدد,لم يحدد,أستاذ مساعد,الاحساء,الدمام,التعاقد,1445,11,11
683,أنثى,سعودي,41-45,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,كاتب,تبوك,تبوك,التعاقد,1445,11,11
684,ذكر,سعودي,26-30,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,ميكانيكي,الرياض,الرياض,التعاقد,1445,11,11
685,ذكر,"مقيم ",51-56,وزارة الصحة,المتعاقدين,متعاقد,طبيب نائب,مكة المكرمة,مكة المكرمة,التعاقد,1445,11,11
686,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,الرياض,الرياض,التعاقد,1445,11,11
687,ذكر,سعودي,36-40,أمانة منطقة المدينة المنورة,المتعاقدين,متعاقد,أخصائي استشارات أعمال متقدم أول,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,11,12
688,ذكر,سعودي,20-25,بلدية خميس مشيط,لم يحدد,لم يحدد,كاتب,خميس  مشيط,ابها,التعاقد,1445,11,12
689,أنثى,سعودي,36-40,جامعة الملك عبدالعزيز,أعضاء هيئة التدريس,أستاذ مساعد,أستاذ مساعد,جدة,مكة المكرمة,التعيين,1445,11,12
690,أنثى,سعودي,36-40,جامعة الملك فيصل,لم يحدد,لم يحدد,معلم مـمارس,الاحساء,الدمام,التعاقد,1445,11,12
691,أنثى,سعودي,31-35,هيئة الخبراء,المتعاقدين,متعاقد,مترجم,الرياض,الرياض,التعاقد,1445,11,12
692,ذكر,سعودي,41-45,وزارة البلديات والإسكان,المتعاقدين,متعاقد,أخصائي استشارات أعمال متقدم أول,الرياض,الرياض,التعاقد,1445,11,12
693,ذكر,سعودي,41-45,وزارة البلديات والإسكان,المتعاقدين,متعاقد,مدير إداري,الرياض,الرياض,التعاقد,1445,11,12
694,ذكر,سعودي,46-50,وزارة البلديات والإسكان,المتعاقدين,متعاقد,مدير عام,الرياض,الرياض,التعاقد,1445,11,12
695,أنثى,سعودي,36-40,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,مدير إدارة التنسيق والبناء,الرياض,الرياض,التعاقد,1445,11,12
696,أنثى,سعودي,41-45,وزارة التعليم,الموظفين,الرابعة,مساعد إداري,ابها,ابها,التعيين,1445,11,12
697,أنثى,سعودي,36-40,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,الرياض,الرياض,التعاقد,1445,11,12
698,ذكر,سعودي,31-35,وزارة المالية,المتعاقدين,متعاقد,أخصائي استشارات أعمال متقدم أول,الرياض,الرياض,التعاقد,1445,11,12
699,ذكر,سعودي,57-61,أمانة محافظة جدة,المتعاقدين,متعاقد,المشرف العام على وكالة الإستثمار,جدة,مكة المكرمة,التعاقد,1445,11,13
700,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مخطط مدن,الرياض,الرياض,التعاقد,1445,11,13
701,ذكر,سعودي,36-40,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس إدارة  مشاريع,الرياض,الرياض,التعاقد,1445,11,13
702,ذكر,سعودي,46-50,أمانة منطقة جازان,لم يحدد,لم يحدد,مراسل مكتبي,جازان,جازان,التعاقد,1445,11,13
703,ذكر,سعودي,36-40,المديرية العامة للسجون,الموظفين,الخامسة,مفتش منافذ ممارس,ابها,ابها,التعيين,1445,11,13
704,أنثى,سعودي,36-40,المديرية العامة للسجون,الموظفين,الخامسة,مفتش منافذ ممارس,الرياض,الرياض,التعيين,1445,11,13
705,أنثى,سعودي,31-35,المديرية العامة للسجون,الموظفين,الخامسة,مفتش منافذ ممارس,الرياض,الرياض,التعيين,1445,11,13
706,ذكر,سعودي,31-35,المديرية العامة للسجون,الموظفين,الخامسة,مفتش منافذ ممارس,الرياض,الرياض,التعيين,1445,11,13
707,ذكر,سعودي,31-35,المديرية العامة للسجون,الموظفين,الخامسة,مفتش منافذ ممارس,الرياض,الرياض,التعيين,1445,11,13
708,ذكر,سعودي,26-30,المديرية العامة للسجون,الموظفين,الخامسة,مفتش منافذ ممارس,الرياض,الرياض,التعيين,1445,11,13
709,أنثى,سعودي,41-45,المديرية العامة للسجون,الموظفين,الخامسة,مفتش منافذ ممارس,المدينةالمنورة,المدينةالمنورة,التعيين,1445,11,13
710,أنثى,سعودي,41-45,المديرية العامة للسجون,الموظفين,الرابعة,مفتش منافذ,ابها,ابها,التعيين,1445,11,13
711,ذكر,سعودي,36-40,المديرية العامة للسجون,الموظفين,الرابعة,مفتش منافذ,ابها,ابها,التعيين,1445,11,13
712,ذكر,سعودي,36-40,المديرية العامة للسجون,الموظفين,الرابعة,مفتش منافذ,ابها,ابها,التعيين,1445,11,13
713,أنثى,سعودي,41-45,المديرية العامة للسجون,الموظفين,الرابعة,مفتش منافذ,الجوف,الجوف,التعيين,1445,11,13
714,أنثى,سعودي,46-50,المديرية العامة للسجون,الموظفين,الرابعة,مفتش منافذ,الرياض,الرياض,التعيين,1445,11,13
715,ذكر,سعودي,46-50,المديرية العامة للسجون,الموظفين,الرابعة,مفتش منافذ,الرياض,الرياض,التعيين,1445,11,13
716,ذكر,سعودي,31-35,المديرية العامة للسجون,الموظفين,الرابعة,مفتش منافذ,الرياض,الرياض,التعيين,1445,11,13
717,ذكر,سعودي,31-35,المديرية العامة للسجون,الموظفين,الرابعة,مفتش منافذ,الرياض,الرياض,التعيين,1445,11,13
718,ذكر,سعودي,46-50,المديرية العامة للسجون,الموظفين,الرابعة,مفتش منافذ,الرياض,الرياض,التعيين,1445,11,13
719,ذكر,سعودي,36-40,المديرية العامة للسجون,الموظفين,الرابعة,مفتش منافذ,الرياض,الرياض,التعيين,1445,11,13
720,ذكر,سعودي,31-35,المديرية العامة للسجون,الموظفين,الرابعة,مفتش منافذ,بريده,بريده,التعيين,1445,11,13
721,أنثى,سعودي,41-45,المديرية العامة للسجون,الموظفين,الرابعة,مفتش منافذ,جازان,جازان,التعيين,1445,11,13
722,أنثى,سعودي,36-40,المديرية العامة للسجون,الموظفين,الرابعة,مفتش منافذ,جازان,جازان,التعيين,1445,11,13
723,أنثى,سعودي,51-56,المديرية العامة للسجون,الموظفين,الرابعة,مفتش منافذ,مكة المكرمة,مكة المكرمة,التعيين,1445,11,13
724,ذكر,سعودي,41-45,المديرية العامة للسجون,الموظفين,الرابعة,مفتش منافذ,مكة المكرمة,مكة المكرمة,التعيين,1445,11,13
725,ذكر,سعودي,36-40,المديرية العامة للسجون,الموظفين,الرابعة,مفتش منافذ,مكة المكرمة,مكة المكرمة,التعيين,1445,11,13
726,أنثى,سعودي,46-50,المديرية العامة للسجون,الموظفين,الرابعة,مفتش منافذ,نجران,نجران,التعيين,1445,11,13
727,ذكر,سعودي,36-40,المديرية العامة للسجون,الموظفين,السادسة,مفتش منافذ ممارس أول,مكة المكرمة,مكة المكرمة,التعيين,1445,11,13
728,ذكر,"مقيم ",36-40,جامعة الأمير سطام بن عبدالعزيز,لم يحدد,لم يحدد,أستاذ مساعد,الخرج,الرياض,التعاقد,1445,11,13
729,ذكر,سعودي,31-35,جامعة الطائف,أعضاء هيئة التدريس,أستاذ مساعد,أستاذ مساعد,الطائف,مكة المكرمة,التعيين,1445,11,13
730,أنثى,سعودي,20-25,جامعة تبوك,لم يحدد,لم يحدد,محضر مختبر,تبوك,تبوك,التعاقد,1445,11,13
731,ذكر,سعودي,20-25,رئاسة أمن الدولة,الموظفين,السادسة,مسجل معلومات,الرياض,الرياض,التعيين,1445,11,13
732,أنثى,سعودي,41-45,وزارة التعليم,الموظفين,الرابعة,كاتب,الطائف,مكة المكرمة,التعيين,1445,11,13
733,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,طبيب استشاري,الرياض,الرياض,التعاقد,1445,11,13
734,أنثى,سعودي,26-30,أمانة العاصمة المقدسة,لم يحدد,لم يحدد,محاسب مساعد,مكة المكرمة,مكة المكرمة,التعاقد,1445,11,14
735,ذكر,سعودي,31-35,أمانة منطقة المدينة المنورة,المتعاقدين,متعاقد,أخصائي استشارات أعمال متقدم أول,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,11,14
736,أنثى,سعودي,26-30,إمارة منطقة تبوك,لم يحدد,لم يحدد,كاتب,تبوك,تبوك,التعاقد,1445,11,14
737,أنثى,سعودي,31-35,الإدارة العامة للخدمات الطبية للقوات المسلحة,لم يحدد,لم يحدد,فني,ابها,ابها,التعاقد,1445,11,14
738,أنثى,سعودي,41-45,جامعة الطائف,لم يحدد,لم يحدد,مساعد إداري ممارس,الطائف,مكة المكرمة,التعاقد,1445,11,14
739,ذكر,سعودي,26-30,جامعة طيبة,لم يحدد,لم يحدد,معيد,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,11,14
740,ذكر,سعودي,26-30,رئاسة أمن الدولة,الموظفين,السادسة,باحث معلومات مساعد,الرياض,الرياض,التعيين,1445,11,14
741,ذكر,"مقيم ",36-40,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,الرياض,الرياض,التعاقد,1445,11,14
742,ذكر,سعودي,20-25,إمارة منطقة تبوك,المستخدمين,الثانية والثلاثون,خوي,تبوك,تبوك,التعيين,1445,11,15
743,ذكر,سعودي,20-25,إمارة منطقة نجران,المستخدمين,الثالثة والثلاثون,خوي,رجلا,نجران,التعيين,1445,11,15
744,ذكر,سعودي,26-30,إمارة منطقة نجران,المستخدمين,الثانية والثلاثون,خوي,شروره,نجران,التعيين,1445,11,15
745,أنثى,سعودي,26-30,جامعة الأمير سطام بن عبدالعزيز,أعضاء هيئة التدريس,معيد,معيد,الخرج,الرياض,التعيين,1445,11,15
746,أنثى,سعودي,31-35,جامعة الأميرة  نورة بنت عبدالرحمن,لم يحدد,لم يحدد,محاضر,الرياض,الرياض,التعاقد,1445,11,15
747,ذكر,سعودي,26-30,جامعة الإمام محمد بن سعود,أعضاء هيئة التدريس,معيد,معيد,ابها,ابها,التعيين,1445,11,15
748,أنثى,سعودي,26-30,جامعة الطائف,لم يحدد,لم يحدد,مساعد إداري,الطائف,مكة المكرمة,التعاقد,1445,11,15
749,أنثى,سعودي,36-40,جامعة حفر الباطن,أعضاء هيئة التدريس,محاضر,محاضر,حفر الباطن,الدمام,التعيين,1445,11,15
750,ذكر,سعودي,36-40,رئاسة الإستخبارات العامة,الموظفين,السادسة,باحث معلومات مساعد,الرياض,الرياض,التعيين,1445,11,15
751,ذكر,سعودي,31-35,وزارة الاتصالات وتقنية المعلومات,المتعاقدين,متعاقد,خبير أول,الرياض,الرياض,التعاقد,1445,11,17
752,أنثى,سعودي,20-25,أمانة المنطقة الشرقية,لم يحدد,لم يحدد,كاتب,الدمام,الدمام,التعاقد,1445,11,18
753,أنثى,سعودي,26-30,أمانة منطقة جازان,لم يحدد,لم يحدد,مطور برامج,جازان,جازان,التعاقد,1445,11,18
754,ذكر,سعودي,20-25,أمانة منطقة عسير,لم يحدد,لم يحدد,كاتب,ابها,ابها,التعاقد,1445,11,18
755,ذكر,سعودي,20-25,أمانة منطقة عسير,لم يحدد,لم يحدد,كاتب,ابها,ابها,التعاقد,1445,11,18
756,ذكر,سعودي,31-35,إمارة منطقة تبوك,لم يحدد,لم يحدد,كاتب,تبوك,تبوك,التعاقد,1445,11,18
757,ذكر,سعودي,20-25,إمارة منطقة تبوك,لم يحدد,لم يحدد,مساعد إداري,تبوك,تبوك,التعاقد,1445,11,18
758,أنثى,سعودي,41-45,الإدارة العامة للخدمات الطبية للقوات المسلحة,لم يحدد,لم يحدد,فني,الرياض,الرياض,التعاقد,1445,11,18
759,ذكر,سعودي,36-40,الديوان الملكي,الموظفين,السادسة,مرمم وثائق ممارس ثاني,الرياض,الرياض,التعيين,1445,11,18
760,أنثى,سعودي,31-35,جامعة الأميرة  نورة بنت عبدالرحمن,لم يحدد,لم يحدد,محاضر,الرياض,الرياض,التعاقد,1445,11,18
761,ذكر,"مقيم ",41-45,جامعة الباحة,لم يحدد,لم يحدد,أستاذ مساعد,الباحه,الباحه,التعاقد,1445,11,18
762,أنثى,سعودي,31-35,وزارة الشؤون الإسلامية والدعوة والإرشاد,لم يحدد,لم يحدد,مساعد إداري,ابها,ابها,التعاقد,1445,11,18
763,ذكر,سعودي,31-35,وزارة الصحة,الصحيين,طبيب نائب,طبيب نائب,الاحساء,الدمام,التعاقد,1445,11,18
764,ذكر,سعودي,31-35,وزارة الصحة,الصحيين,طبيب نائب,طبيب نائب,القطيف,الدمام,التعاقد,1445,11,18
765,أنثى,سعودي,41-45,وزارة الصحة,لم يحدد,لم يحدد,فني تمريض,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,11,18
766,ذكر,سعودي,20-25,وزارة الصحة,لم يحدد,لم يحدد,كاتب,نجران,نجران,التعاقد,1445,11,18
767,أنثى,سعودي,51-56,وزارة الموارد البشرية والتنمية الإجتماعية,الصحيين,أخصائي,أخصائي  علاج طبيعي,الرياض,الرياض,التعيين,1445,11,18
768,أنثى,"مقيم ",31-35,وزارة الموارد البشرية والتنمية الإجتماعية,لم يحدد,لم يحدد,طبيب مقيم,تبوك,تبوك,التعاقد,1445,11,18
769,أنثى,سعودي,46-50,أمانة محافظة جدة,لم يحدد,لم يحدد,كاتب,جدة,مكة المكرمة,التعاقد,1445,11,19
770,أنثى,سعودي,46-50,أمانة محافظة جدة,لم يحدد,لم يحدد,كاتب,جدة,مكة المكرمة,التعاقد,1445,11,19
771,أنثى,سعودي,36-40,إمارة منطقة تبوك,لم يحدد,لم يحدد,باحث قضايا مساعد,تبوك,تبوك,التعاقد,1445,11,19
772,أنثى,سعودي,31-35,إمارة منطقة تبوك,لم يحدد,لم يحدد,كاتب,تبوك,تبوك,التعاقد,1445,11,19
773,أنثى,سعودي,31-35,الإدارة العامة للخدمات الطبية للقوات المسلحة,لم يحدد,لم يحدد,فني,خميس  مشيط,ابها,التعاقد,1445,11,19
774,ذكر,سعودي,26-30,الديوان الملكي,الموظفين,الرابعة,مرمم وثائق ممارس,الرياض,الرياض,التعيين,1445,11,19
775,ذكر,سعودي,65 فاكثر,الديوان الملكي,الموظفين,الرابعة عشر,مستشار,الرياض,الرياض,التعاقد,1445,11,19
776,أنثى,سعودي,31-35,جامعة الأميرة  نورة بنت عبدالرحمن,لم يحدد,لم يحدد,أخصائي نفسي,الرياض,الرياض,التعاقد,1445,11,19
777,أنثى,سعودي,20-25,جامعة الأميرة  نورة بنت عبدالرحمن,لم يحدد,لم يحدد,مساعد إداري,الرياض,الرياض,التعاقد,1445,11,19
778,ذكر,سعودي,31-35,وزارة الاتصالات وتقنية المعلومات,المتعاقدين,متعاقد,خبير أول أمن سيبراني,الرياض,الرياض,التعاقد,1445,11,19
779,ذكر,سعودي,36-40,وزارة البلديات والإسكان,المتعاقدين,متعاقد,مشرف,الرياض,الرياض,التعاقد,1445,11,19
780,أنثى,سعودي,36-40,وزارة التعليم,الموظفين,السادسة,مساعد إداري,الرياض,الرياض,التعيين,1445,11,19
781,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,كاتب,نجران,نجران,التعاقد,1445,11,19
782,أنثى,سعودي,31-35,وزارة الصحة,الصحيين,فني,فنية تمريض,مكة المكرمة,مكة المكرمة,التعيين,1445,11,19
783,ذكر,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,الاحساء,الدمام,التعاقد,1445,11,19
784,أنثى,سعودي,36-40,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,برحرح,الباحه,التعاقد,1445,11,19
